NOC,Region,Occupational category
#6344,Cariboo,Non-management occupations
#6345,Cariboo,Non-management occupations
#6346,Cariboo,Non-management occupations
#6411,Cariboo,Non-management occupations
#6421,Cariboo,Non-management occupations
#6511,Cariboo,Non-management occupations
#6512,Cariboo,Non-management occupations
#6513,Cariboo,Non-management occupations
#6521,Cariboo,Non-management occupations
#6522,Cariboo,Non-management occupations
#6523,Cariboo,Non-management occupations
#6524,Cariboo,Non-management occupations
#6525,Cariboo,Non-management occupations
#6531,Cariboo,Non-management occupations
#6532,Cariboo,Non-management occupations
#6533,Cariboo,Non-management occupations
#6541,Cariboo,Non-management occupations
#6551,Cariboo,Non-management occupations
#6552,Cariboo,Non-management occupations
#6561,Cariboo,Non-management occupations
#6562,Cariboo,Non-management occupations
#6563,Cariboo,Non-management occupations
#6564,Cariboo,Non-management occupations
#6611,Cariboo,Non-management occupations
#6621,Cariboo,Non-management occupations
#6622,Cariboo,Non-management occupations
#6623,Cariboo,Non-management occupations
#6711,Cariboo,Non-management occupations
#6721,Cariboo,Non-management occupations
#6722,Cariboo,Non-management occupations
#6731,Cariboo,Non-management occupations
#6732,Cariboo,Non-management occupations
#6733,Cariboo,Non-management occupations
#6741,Cariboo,Non-management occupations
#6742,Cariboo,Non-management occupations
#7201,Cariboo,Non-management occupations
#7202,Cariboo,Non-management occupations
#7203,Cariboo,Non-management occupations
#7204,Cariboo,Non-management occupations
#7205,Cariboo,Non-management occupations
#7231,Cariboo,Non-management occupations
#7232,Cariboo,Non-management occupations
#7233,Cariboo,Non-management occupations
#7234,Cariboo,Non-management occupations
#7235,Cariboo,Non-management occupations
#7236,Cariboo,Non-management occupations
#7237,Cariboo,Non-management occupations
#7241,Cariboo,Non-management occupations
#7242,Cariboo,Non-management occupations
#7243,Cariboo,Non-management occupations
#7244,Cariboo,Non-management occupations
#7245,Cariboo,Non-management occupations
#7246,Cariboo,Non-management occupations
#7247,Cariboo,Non-management occupations
#7251,Cariboo,Non-management occupations
#7252,Cariboo,Non-management occupations
#7253,Cariboo,Non-management occupations
#7271,Cariboo,Non-management occupations
#7272,Cariboo,Non-management occupations
#7281,Cariboo,Non-management occupations
#7282,Cariboo,Non-management occupations
#7283,Cariboo,Non-management occupations
#7284,Cariboo,Non-management occupations
#7291,Cariboo,Non-management occupations
#7292,Cariboo,Non-management occupations
#7293,Cariboo,Non-management occupations
#7294,Cariboo,Non-management occupations
#7295,Cariboo,Non-management occupations
#7301,Cariboo,Non-management occupations
#7302,Cariboo,Non-management occupations
#7303,Cariboo,Non-management occupations
#7304,Cariboo,Non-management occupations
#7305,Cariboo,Non-management occupations
#7311,Cariboo,Non-management occupations
#7312,Cariboo,Non-management occupations
#7313,Cariboo,Non-management occupations
#7314,Cariboo,Non-management occupations
#7315,Cariboo,Non-management occupations
#7316,Cariboo,Non-management occupations
#7318,Cariboo,Non-management occupations
#7321,Cariboo,Non-management occupations
#7322,Cariboo,Non-management occupations
#7331,Cariboo,Non-management occupations
#7332,Cariboo,Non-management occupations
#7333,Cariboo,Non-management occupations
#7334,Cariboo,Non-management occupations
#7335,Cariboo,Non-management occupations
#7361,Cariboo,Non-management occupations
#7362,Cariboo,Non-management occupations
#7371,Cariboo,Non-management occupations
#7372,Cariboo,Non-management occupations
#7373,Cariboo,Non-management occupations
#7381,Cariboo,Non-management occupations
#7384,Cariboo,Non-management occupations
#7441,Cariboo,Non-management occupations
#7442,Cariboo,Non-management occupations
#7444,Cariboo,Non-management occupations
#7445,Cariboo,Non-management occupations
#7451,Cariboo,Non-management occupations
#7452,Cariboo,Non-management occupations
#7511,Cariboo,Non-management occupations
#7512,Cariboo,Non-management occupations
#7513,Cariboo,Non-management occupations
#7514,Cariboo,Non-management occupations
#7521,Cariboo,Non-management occupations
#7522,Cariboo,Non-management occupations
#7531,Cariboo,Non-management occupations
#7532,Cariboo,Non-management occupations
#7533,Cariboo,Non-management occupations
#7534,Cariboo,Non-management occupations
#7535,Cariboo,Non-management occupations
#7611,Cariboo,Non-management occupations
#7612,Cariboo,Non-management occupations
#7621,Cariboo,Non-management occupations
#7622,Cariboo,Non-management occupations
#8211,Cariboo,Non-management occupations
#8221,Cariboo,Non-management occupations
#8222,Cariboo,Non-management occupations
#8231,Cariboo,Non-management occupations
#8232,Cariboo,Non-management occupations
#8241,Cariboo,Non-management occupations
#8252,Cariboo,Non-management occupations
#8255,Cariboo,Non-management occupations
#8261,Cariboo,Non-management occupations
#8262,Cariboo,Non-management occupations
#8411,Cariboo,Non-management occupations
#8412,Cariboo,Non-management occupations
#8421,Cariboo,Non-management occupations
#8422,Cariboo,Non-management occupations
#8431,Cariboo,Non-management occupations
#8432,Cariboo,Non-management occupations
#8441,Cariboo,Non-management occupations
#8442,Cariboo,Non-management occupations
#8611,Cariboo,Non-management occupations
#8612,Cariboo,Non-management occupations
#8613,Cariboo,Non-management occupations
#8614,Cariboo,Non-management occupations
#8615,Cariboo,Non-management occupations
#8616,Cariboo,Non-management occupations
#9211,Cariboo,Non-management occupations
#9212,Cariboo,Non-management occupations
#9213,Cariboo,Non-management occupations
#9214,Cariboo,Non-management occupations
#9215,Cariboo,Non-management occupations
#9217,Cariboo,Non-management occupations
#9221,Cariboo,Non-management occupations
#9222,Cariboo,Non-management occupations
#9223,Cariboo,Non-management occupations
#9224,Cariboo,Non-management occupations
#9226,Cariboo,Non-management occupations
#9227,Cariboo,Non-management occupations
#9231,Cariboo,Non-management occupations
#9232,Cariboo,Non-management occupations
#9235,Cariboo,Non-management occupations
#9241,Cariboo,Non-management occupations
#9243,Cariboo,Non-management occupations
#9411,Cariboo,Non-management occupations
#9412,Cariboo,Non-management occupations
#9413,Cariboo,Non-management occupations
#9414,Cariboo,Non-management occupations
#9415,Cariboo,Non-management occupations
#9416,Cariboo,Non-management occupations
#9417,Cariboo,Non-management occupations
#9418,Cariboo,Non-management occupations
#9421,Cariboo,Non-management occupations
#9422,Cariboo,Non-management occupations
#9423,Cariboo,Non-management occupations
#9431,Cariboo,Non-management occupations
#9432,Cariboo,Non-management occupations
#9433,Cariboo,Non-management occupations
#9434,Cariboo,Non-management occupations
#9435,Cariboo,Non-management occupations
#9436,Cariboo,Non-management occupations
#9437,Cariboo,Non-management occupations
#9441,Cariboo,Non-management occupations
#9442,Cariboo,Non-management occupations
#9445,Cariboo,Non-management occupations
#9446,Cariboo,Non-management occupations
#9447,Cariboo,Non-management occupations
#9461,Cariboo,Non-management occupations
#9462,Cariboo,Non-management occupations
#9463,Cariboo,Non-management occupations
#9465,Cariboo,Non-management occupations
#9471,Cariboo,Non-management occupations
#9472,Cariboo,Non-management occupations
#9473,Cariboo,Non-management occupations
#9474,Cariboo,Non-management occupations
#9521,Cariboo,Non-management occupations
#9522,Cariboo,Non-management occupations
#9523,Cariboo,Non-management occupations
#9524,Cariboo,Non-management occupations
#9525,Cariboo,Non-management occupations
#9526,Cariboo,Non-management occupations
#9527,Cariboo,Non-management occupations
#9531,Cariboo,Non-management occupations
#9532,Cariboo,Non-management occupations
#9533,Cariboo,Non-management occupations
#9534,Cariboo,Non-management occupations
#9535,Cariboo,Non-management occupations
#9536,Cariboo,Non-management occupations
#9537,Cariboo,Non-management occupations
#9611,Cariboo,Non-management occupations
#9612,Cariboo,Non-management occupations
#9613,Cariboo,Non-management occupations
#9614,Cariboo,Non-management occupations
#9615,Cariboo,Non-management occupations
#9616,Cariboo,Non-management occupations
#9617,Cariboo,Non-management occupations
#9618,Cariboo,Non-management occupations
#9619,Cariboo,Non-management occupations
#0131,Northeast,STEM occupations
#0211,Northeast,STEM occupations
#0212,Northeast,STEM occupations
#0213,Northeast,STEM occupations
#0512,Northeast,STEM occupations
#2111,Northeast,STEM occupations
#2112,Northeast,STEM occupations
#2113,Northeast,STEM occupations
#2114,Northeast,STEM occupations
#2115,Northeast,STEM occupations
#2121,Northeast,STEM occupations
#2122,Northeast,STEM occupations
#2123,Northeast,STEM occupations
#2131,Northeast,STEM occupations
#2132,Northeast,STEM occupations
#2133,Northeast,STEM occupations
#2134,Northeast,STEM occupations
#2141,Northeast,STEM occupations
#2142,Northeast,STEM occupations
#2143,Northeast,STEM occupations
#2144,Northeast,STEM occupations
#2145,Northeast,STEM occupations
#2146,Northeast,STEM occupations
#2147,Northeast,STEM occupations
#2148,Northeast,STEM occupations
#2161,Northeast,STEM occupations
#2171,Northeast,STEM occupations
#2172,Northeast,STEM occupations
#2173,Northeast,STEM occupations
#2174,Northeast,STEM occupations
#2175,Northeast,STEM occupations
#2211,Northeast,STEM occupations
#2212,Northeast,STEM occupations
#2221,Northeast,STEM occupations
#2222,Northeast,STEM occupations
#2223,Northeast,STEM occupations
#2224,Northeast,STEM occupations
#2225,Northeast,STEM occupations
#2231,Northeast,STEM occupations
#2232,Northeast,STEM occupations
#2233,Northeast,STEM occupations
#2234,Northeast,STEM occupations
#2241,Northeast,STEM occupations
#2242,Northeast,STEM occupations
#2243,Northeast,STEM occupations
#2244,Northeast,STEM occupations
#2261,Northeast,STEM occupations
#2262,Northeast,STEM occupations
#2263,Northeast,STEM occupations
#2264,Northeast,STEM occupations
#2281,Northeast,STEM occupations
#2282,Northeast,STEM occupations
#2283,Northeast,STEM occupations
#5222,Northeast,STEM occupations
#5223,Northeast,STEM occupations
#5224,Northeast,STEM occupations
#5225,Northeast,STEM occupations
#5226,Northeast,STEM occupations
#5241,Northeast,STEM occupations
#7202,Northeast,STEM occupations
#7245,Northeast,STEM occupations
#7246,Northeast,STEM occupations
#7247,Northeast,STEM occupations
#6322,Northeast,Trades – non-construction
#6331,Northeast,Trades – non-construction
#6332,Northeast,Trades – non-construction
#6341,Northeast,Trades – non-construction
#6346,Northeast,Trades – non-construction
#7231,Northeast,Trades – non-construction
#7232,Northeast,Trades – non-construction
#7314,Northeast,Trades – non-construction
#7315,Northeast,Trades – non-construction
#7321,Northeast,Trades – non-construction
#7322,Northeast,Trades – non-construction
#7332,Northeast,Trades – non-construction
#7334,Northeast,Trades – non-construction
#2225,Northeast,Trades – construction
#2243,Northeast,Trades – construction
#7233,Northeast,Trades – construction
#7234,Northeast,Trades – construction
#7235,Northeast,Trades – construction
#7236,Northeast,Trades – construction
#7237,Northeast,Trades – construction
#7241,Northeast,Trades – construction
#7242,Northeast,Trades – construction
#7244,Northeast,Trades – construction
#7251,Northeast,Trades – construction
#7252,Northeast,Trades – construction
#7253,Northeast,Trades – construction
#7271,Northeast,Trades – construction
#7272,Northeast,Trades – construction
#7281,Northeast,Trades – construction
#7282,Northeast,Trades – construction
#7283,Northeast,Trades – construction
#7284,Northeast,Trades – construction
#7291,Northeast,Trades – construction
#7292,Northeast,Trades – construction
#7293,Northeast,Trades – construction
#7294,Northeast,Trades – construction
#7295,Northeast,Trades – construction
#7311,Northeast,Trades – construction
#7312,Northeast,Trades – construction
#7313,Northeast,Trades – construction
